1, none, minecraft:the_void, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
3630, savanna, terralith:fractured_savanna, MONSTER, creeperoverhaul:savannah_creeper, 75, 2, 2
3631, savanna, terralith:fractured_savanna, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
3632, savanna, terralith:fractured_savanna, MONSTER, player_mobs:player_mob, 80, 4, 4
3633, savanna, terralith:fractured_savanna, MONSTER, rottencreatures:undead_miner, 20, 1, 4
3634, savanna, terralith:fractured_savanna, MONSTER, quark:toretoise, 80, 2, 4
3635, savanna, terralith:fractured_savanna, MONSTER, quark:stoneling, 80, 1, 1
3636, savanna, terralith:fractured_savanna, CREATURE, minecraft:sheep, 12, 8, 8
3637, savanna, terralith:fractured_savanna, CREATURE, minecraft:pig, 10, 8, 8
3638, savanna, terralith:fractured_savanna, CREATURE, minecraft:chicken, 10, 8, 8
3639, savanna, terralith:fractured_savanna, CREATURE, minecraft:cow, 10, 8, 8
3640, savanna, terralith:fractured_savanna, CREATURE, minecraft:horse, 10, 2, 6
3641, savanna, terralith:fractured_savanna, CREATURE, minecraft:donkey, 10, 1, 1
3642, savanna, terralith:fractured_savanna, CREATURE, alexsmobs:gazelle, 40, 7, 7
3643, savanna, terralith:fractured_savanna, CREATURE, alexsmobs:elephant, 30, 3, 5
3644, savanna, terralith:fractured_savanna, CREATURE, alexsmobs:emu, 20, 2, 5
3645, savanna, terralith:fractured_savanna, CREATURE, alexsmobs:kangaroo, 25, 3, 5
3646, savanna, terralith:fractured_savanna, CREATURE, alexsmobs:maned_wolf, 10, 1, 1
3647, savanna, terralith:fractured_savanna, AMBIENT, minecraft:bat, 10, 8, 8
3648, savanna, terralith:fractured_savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3649, savanna, terralith:fractured_savanna, UNDERGROUND_WATER_CREATURE, minecraft:axolotl, 10, 4, 6
3650, underground, terralith:cave/tuff_caves, MONSTER, minecraft:spider, 80, 4, 4
3651, underground, terralith:cave/tuff_caves, MONSTER, minecraft:zombie, 80, 4, 4
3652, underground, terralith:cave/tuff_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
3653, underground, terralith:cave/tuff_caves, MONSTER, minecraft:skeleton, 80, 4, 4
3654, underground, terralith:cave/tuff_caves, MONSTER, minecraft:slime, 80, 4, 4
3655, underground, terralith:cave/tuff_caves, MONSTER, minecraft:enderman, 5, 1, 4
3656, underground, terralith:cave/tuff_caves, MONSTER, minecraft:witch, 5, 1, 1
3657, underground, terralith:cave/tuff_caves, MONSTER, creeperoverhaul:dripstone_creeper, 75, 2, 2
3658, underground, terralith:cave/tuff_caves, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
3659, underground, terralith:cave/tuff_caves, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3660, underground, terralith:cave/tuff_caves, MONSTER, player_mobs:player_mob, 80, 4, 4
3661, underground, terralith:cave/tuff_caves, MONSTER, rottencreatures:undead_miner, 20, 1, 4
3662, underground, terralith:cave/tuff_caves, MONSTER, quark:toretoise, 80, 2, 4
3663, underground, terralith:cave/tuff_caves, MONSTER, quark:stoneling, 80, 1, 1
3664, underground, terralith:cave/tuff_caves, AMBIENT, minecraft:bat, 10, 8, 8
3665, underground, terralith:cave/tuff_caves, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3666, underground, terralith:cave/tuff_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3667, forest, terralith:mirage_isles, MONSTER, rottencreatures:undead_miner, 20, 1, 4
3668, forest, terralith:mirage_isles, MONSTER, quark:toretoise, 80, 2, 4
3669, forest, terralith:mirage_isles, MONSTER, quark:stoneling, 80, 1, 1
3670, forest, terralith:mirage_isles, CREATURE, minecraft:sheep, 12, 4, 4
3671, forest, terralith:mirage_isles, CREATURE, minecraft:pig, 10, 4, 4
3672, forest, terralith:mirage_isles, CREATURE, minecraft:chicken, 10, 4, 4
3673, forest, terralith:mirage_isles, CREATURE, minecraft:cow, 10, 4, 4
3674, forest, terralith:mirage_isles, CREATURE, alexsmobs:raccoon, 10, 2, 4
3675, forest, terralith:mirage_isles, CREATURE, alexsmobs:crow, 10, 3, 5
3676, forest, terralith:mirage_isles, CREATURE, alexsmobs:mungus, 10, 3, 5
3677, forest, terralith:mirage_isles, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
3678, forest, terralith:mirage_isles, CREATURE, alexsmobs:bunfungus, 10, 1, 1
3679, forest, terralith:mirage_isles, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
3680, forest, terralith:mirage_isles, AMBIENT, minecraft:bat, 10, 8, 8
3681, forest, terralith:mirage_isles, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3682, taiga, terralith:lush_valley, MONSTER, minecraft:spider, 80, 4, 4
3683, taiga, terralith:lush_valley, MONSTER, minecraft:zombie, 80, 4, 4
3684, taiga, terralith:lush_valley, MONSTER, minecraft:zombie_villager, 10, 1, 1
3685, taiga, terralith:lush_valley, MONSTER, minecraft:skeleton, 80, 4, 4
3686, taiga, terralith:lush_valley, MONSTER, minecraft:slime, 80, 4, 4
3687, taiga, terralith:lush_valley, MONSTER, minecraft:enderman, 5, 1, 4
3688, taiga, terralith:lush_valley, MONSTER, minecraft:witch, 5, 1, 1
3689, taiga, terralith:lush_valley, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
3690, taiga, terralith:lush_valley, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
3691, taiga, terralith:lush_valley, MONSTER, player_mobs:player_mob, 80, 4, 4
3692, taiga, terralith:lush_valley, MONSTER, rottencreatures:undead_miner, 20, 1, 4
3693, taiga, terralith:lush_valley, MONSTER, quark:toretoise, 80, 2, 4
3694, taiga, terralith:lush_valley, MONSTER, quark:stoneling, 80, 1, 1
3695, taiga, terralith:lush_valley, CREATURE, minecraft:sheep, 12, 8, 8
3696, taiga, terralith:lush_valley, CREATURE, minecraft:pig, 10, 8, 8
3697, taiga, terralith:lush_valley, CREATURE, minecraft:chicken, 10, 8, 8
3698, taiga, terralith:lush_valley, CREATURE, minecraft:cow, 10, 8, 8
3699, taiga, terralith:lush_valley, CREATURE, minecraft:wolf, 10, 4, 4
3700, taiga, terralith:lush_valley, CREATURE, minecraft:rabbit, 10, 2, 3
3701, taiga, terralith:lush_valley, CREATURE, minecraft:fox, 10, 2, 4
3702, taiga, terralith:lush_valley, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
3703, taiga, terralith:lush_valley, CREATURE, alexsmobs:crow, 10, 3, 5
3704, taiga, terralith:lush_valley, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
3705, taiga, terralith:lush_valley, AMBIENT, minecraft:bat, 10, 8, 8
3706, taiga, terralith:lush_valley, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3707, icy, terralith:gravel_desert, MONSTER, minecraft:spider, 80, 4, 4
3708, icy, terralith:gravel_desert, MONSTER, minecraft:zombie, 80, 4, 4
3709, icy, terralith:gravel_desert, MONSTER, minecraft:zombie_villager, 10, 1, 1
3710, icy, terralith:gravel_desert, MONSTER, minecraft:skeleton, 20, 4, 4
3711, icy, terralith:gravel_desert, MONSTER, minecraft:slime, 80, 4, 4
3712, icy, terralith:gravel_desert, MONSTER, minecraft:enderman, 5, 1, 4
3713, icy, terralith:gravel_desert, MONSTER, minecraft:witch, 5, 1, 1
3714, icy, terralith:gravel_desert, MONSTER, minecraft:stray, 80, 4, 4
3715, icy, terralith:gravel_desert, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
3716, icy, terralith:gravel_desert, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
3717, icy, terralith:gravel_desert, MONSTER, player_mobs:player_mob, 80, 4, 4
3718, icy, terralith:gravel_desert, MONSTER, rottencreatures:frostbitten, 80, 4, 4
3719, icy, terralith:gravel_desert, MONSTER, rottencreatures:glacial_hunter, 20, 1, 3
3720, icy, terralith:gravel_desert, MONSTER, rottencreatures:undead_miner, 20, 1, 4
3721, icy, terralith:gravel_desert, MONSTER, quark:toretoise, 80, 2, 4
3722, icy, terralith:gravel_desert, MONSTER, quark:stoneling, 80, 1, 1
3723, icy, terralith:gravel_desert, CREATURE, minecraft:rabbit, 10, 2, 3
3724, icy, terralith:gravel_desert, CREATURE, minecraft:polar_bear, 10, 1, 2
3725, icy, terralith:gravel_desert, CREATURE, alexsmobs:moose, 10, 3, 4
3726, icy, terralith:gravel_desert, CREATURE, alexsmobs:froststalker, 20, 5, 7
3727, icy, terralith:gravel_desert, CREATURE, alexsmobs:tusklin, 18, 3, 5
3728, icy, terralith:gravel_desert, AMBIENT, minecraft:bat, 10, 8, 8
3729, icy, terralith:gravel_desert, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3730, plains, terralith:shield_clearing, MONSTER, minecraft:spider, 80, 4, 4
3731, plains, terralith:shield_clearing, MONSTER, minecraft:zombie, 80, 4, 4
3732, plains, terralith:shield_clearing, MONSTER, minecraft:zombie_villager, 10, 1, 1
3733, plains, terralith:shield_clearing, MONSTER, minecraft:skeleton, 80, 4, 4
3734, plains, terralith:shield_clearing, MONSTER, minecraft:creeper, 80, 4, 4
3735, plains, terralith:shield_clearing, MONSTER, minecraft:slime, 80, 4, 4
3736, plains, terralith:shield_clearing, MONSTER, minecraft:enderman, 5, 1, 4
3737, plains, terralith:shield_clearing, MONSTER, minecraft:witch, 5, 1, 1
3738, plains, terralith:shield_clearing, MONSTER, player_mobs:player_mob, 80, 4, 4
3739, plains, terralith:shield_clearing, MONSTER, rottencreatures:undead_miner, 20, 1, 4
3740, plains, terralith:shield_clearing, MONSTER, quark:toretoise, 80, 2, 4
3741, plains, terralith:shield_clearing, MONSTER, quark:stoneling, 80, 1, 1
3742, plains, terralith:shield_clearing, CREATURE, minecraft:sheep, 12, 8, 8
3743, plains, terralith:shield_clearing, CREATURE, minecraft:pig, 10, 8, 8
3744, plains, terralith:shield_clearing, CREATURE, minecraft:chicken, 10, 8, 8
3745, plains, terralith:shield_clearing, CREATURE, minecraft:cow, 10, 8, 8
3746, plains, terralith:shield_clearing, CREATURE, minecraft:horse, 10, 2, 6
3747, plains, terralith:shield_clearing, CREATURE, minecraft:donkey, 10, 1, 3
3748, plains, terralith:shield_clearing, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
3749, plains, terralith:shield_clearing, CREATURE, alexsmobs:raccoon, 10, 2, 4
3750, plains, terralith:shield_clearing, CREATURE, alexsmobs:crow, 10, 3, 5
3751, plains, terralith:shield_clearing, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
3752, plains, terralith:shield_clearing, AMBIENT, minecraft:bat, 10, 8, 8
3753, plains, terralith:shield_clearing, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3754, plains, terralith:highlands, MONSTER, minecraft:spider, 80, 4, 4
3755, plains, terralith:highlands, MONSTER, minecraft:zombie, 80, 4, 4
3756, plains, terralith:highlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
3757, plains, terralith:highlands, MONSTER, minecraft:skeleton, 80, 4, 4
3758, plains, terralith:highlands, MONSTER, minecraft:creeper, 80, 4, 4
3759, plains, terralith:highlands, MONSTER, minecraft:slime, 80, 4, 4
3760, plains, terralith:highlands, MONSTER, minecraft:enderman, 5, 1, 4
3761, plains, terralith:highlands, MONSTER, minecraft:witch, 5, 1, 1
3762, plains, terralith:highlands, MONSTER, player_mobs:player_mob, 80, 4, 4
3763, plains, terralith:highlands, MONSTER, rottencreatures:undead_miner, 20, 1, 4
3764, plains, terralith:highlands, MONSTER, quark:toretoise, 80, 2, 4
3765, plains, terralith:highlands, MONSTER, quark:stoneling, 80, 1, 1
3766, plains, terralith:highlands, CREATURE, minecraft:sheep, 12, 8, 8
3767, plains, terralith:highlands, CREATURE, minecraft:pig, 10, 8, 8
3768, plains, terralith:highlands, CREATURE, minecraft:chicken, 10, 8, 8
3769, plains, terralith:highlands, CREATURE, minecraft:cow, 10, 8, 8
3770, plains, terralith:highlands, CREATURE, minecraft:horse, 10, 2, 6
3771, plains, terralith:highlands, CREATURE, minecraft:donkey, 10, 1, 3
3772, plains, terralith:highlands, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
3773, plains, terralith:highlands, CREATURE, alexsmobs:raccoon, 10, 2, 4
3774, plains, terralith:highlands, CREATURE, alexsmobs:crow, 10, 3, 5
3775, plains, terralith:highlands, CREATURE, alexsmobs:gelada_monkey, 10, 9, 16
3776, plains, terralith:highlands, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
3777, plains, terralith:highlands, AMBIENT, minecraft:bat, 10, 8, 8
3778, plains, terralith:highlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3779, taiga, terralith:cloud_forest, MONSTER, minecraft:spider, 80, 4, 4
3780, taiga, terralith:cloud_forest, MONSTER, minecraft:zombie, 80, 4, 4
3781, taiga, terralith:cloud_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
3782, taiga, terralith:cloud_forest, MONSTER, minecraft:skeleton, 80, 4, 4
3783, taiga, terralith:cloud_forest, MONSTER, minecraft:slime, 80, 4, 4
3784, taiga, terralith:cloud_forest, MONSTER, minecraft:enderman, 5, 1, 4
3785, taiga, terralith:cloud_forest, MONSTER, minecraft:witch, 5, 1, 1
3786, taiga, terralith:cloud_forest, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
3787, taiga, terralith:cloud_forest, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
3788, taiga, terralith:cloud_forest, MONSTER, player_mobs:player_mob, 80, 4, 4
3789, taiga, terralith:cloud_forest, MONSTER, rottencreatures:undead_miner, 20, 1, 4
3790, taiga, terralith:cloud_forest, MONSTER, quark:toretoise, 80, 2, 4
3791, taiga, terralith:cloud_forest, MONSTER, quark:stoneling, 80, 1, 1
3792, taiga, terralith:cloud_forest, CREATURE, minecraft:sheep, 12, 8, 8
3793, taiga, terralith:cloud_forest, CREATURE, minecraft:pig, 10, 8, 8
3794, taiga, terralith:cloud_forest, CREATURE, minecraft:chicken, 10, 8, 8
3795, taiga, terralith:cloud_forest, CREATURE, minecraft:cow, 10, 8, 8
3796, taiga, terralith:cloud_forest, CREATURE, minecraft:wolf, 10, 4, 4
3797, taiga, terralith:cloud_forest, CREATURE, minecraft:rabbit, 10, 2, 3
3798, taiga, terralith:cloud_forest, CREATURE, minecraft:fox, 10, 2, 4
3799, taiga, terralith:cloud_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
3800, taiga, terralith:cloud_forest, CREATURE, alexsmobs:crow, 10, 3, 5
3801, taiga, terralith:cloud_forest, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
3802, taiga, terralith:cloud_forest, AMBIENT, minecraft:bat, 10, 8, 8
3803, taiga, terralith:cloud_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3804, ocean, minecraft:deep_warm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
3805, ocean, minecraft:deep_warm_ocean, MONSTER, minecraft:spider, 80, 4, 4
3806, ocean, minecraft:deep_warm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
3807, ocean, minecraft:deep_warm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
3808, ocean, minecraft:deep_warm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
3809, ocean, minecraft:deep_warm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
3810, ocean, minecraft:deep_warm_ocean, MONSTER, minecraft:slime, 80, 4, 4
3811, ocean, minecraft:deep_warm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
3812, ocean, minecraft:deep_warm_ocean, MONSTER, minecraft:witch, 5, 1, 1
3813, ocean, minecraft:deep_warm_ocean, MONSTER, player_mobs:player_mob, 80, 4, 4
3814, ocean, minecraft:deep_warm_ocean, MONSTER, rottencreatures:undead_miner, 20, 1, 4
3815, ocean, minecraft:deep_warm_ocean, MONSTER, quark:toretoise, 80, 2, 4
3816, ocean, minecraft:deep_warm_ocean, MONSTER, quark:stoneling, 80, 1, 1
3817, ocean, minecraft:deep_warm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
3818, ocean, minecraft:deep_warm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3819, ocean, minecraft:deep_warm_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
3820, ocean, minecraft:deep_warm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
3821, ocean, minecraft:deep_warm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
3822, swamp, terralith:ice_marsh, MONSTER, minecraft:spider, 80, 4, 4
3823, swamp, terralith:ice_marsh, MONSTER, minecraft:zombie, 80, 4, 4
3824, swamp, terralith:ice_marsh, MONSTER, minecraft:zombie_villager, 10, 1, 1
3825, swamp, terralith:ice_marsh, MONSTER, minecraft:skeleton, 80, 4, 4
3826, swamp, terralith:ice_marsh, MONSTER, minecraft:slime, 80, 4, 4
3827, swamp, terralith:ice_marsh, MONSTER, minecraft:enderman, 5, 1, 4
3828, swamp, terralith:ice_marsh, MONSTER, minecraft:witch, 5, 1, 1
3829, swamp, terralith:ice_marsh, MONSTER, minecraft:slime, 10, 1, 1
3830, swamp, terralith:ice_marsh, MONSTER, creeperoverhaul:swamp_creeper, 75, 2, 2
3831, swamp, terralith:ice_marsh, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
3832, swamp, terralith:ice_marsh, MONSTER, player_mobs:player_mob, 80, 4, 4
3833, swamp, terralith:ice_marsh, MONSTER, rottencreatures:swampy, 80, 4, 4
3834, swamp, terralith:ice_marsh, MONSTER, rottencreatures:undead_miner, 20, 1, 4
3835, swamp, terralith:ice_marsh, MONSTER, quark:toretoise, 80, 2, 4
3836, swamp, terralith:ice_marsh, MONSTER, quark:stoneling, 80, 1, 1
3837, swamp, terralith:ice_marsh, CREATURE, minecraft:sheep, 12, 4, 4
3838, swamp, terralith:ice_marsh, CREATURE, minecraft:pig, 10, 4, 4
3839, swamp, terralith:ice_marsh, CREATURE, minecraft:chicken, 10, 4, 4
3840, swamp, terralith:ice_marsh, CREATURE, minecraft:cow, 10, 4, 4
3841, swamp, terralith:ice_marsh, CREATURE, alexsmobs:shoebill, 10, 1, 2
3842, swamp, terralith:ice_marsh, CREATURE, alexsmobs:alligator_snapping_turtle, 20, 1, 2
3843, swamp, terralith:ice_marsh, CREATURE, alexsmobs:anaconda, 12, 1, 1
3844, swamp, terralith:ice_marsh, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
3845, swamp, terralith:ice_marsh, AMBIENT, minecraft:bat, 10, 8, 8
3846, swamp, terralith:ice_marsh, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3847, swamp, terralith:ice_marsh, WATER_AMBIENT, alexsmobs:catfish, 10, 1, 3
3848, taiga, terralith:forested_highlands, MONSTER, minecraft:spider, 80, 4, 4
3849, taiga, terralith:forested_highlands, MONSTER, minecraft:zombie, 80, 4, 4
3850, taiga, terralith:forested_highlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
3851, taiga, terralith:forested_highlands, MONSTER, minecraft:skeleton, 80, 4, 4
3852, taiga, terralith:forested_highlands, MONSTER, minecraft:slime, 80, 4, 4
3853, taiga, terralith:forested_highlands, MONSTER, minecraft:enderman, 5, 1, 4
3854, taiga, terralith:forested_highlands, MONSTER, minecraft:witch, 5, 1, 1
3855, taiga, terralith:forested_highlands, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
3856, taiga, terralith:forested_highlands, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
3857, taiga, terralith:forested_highlands, MONSTER, player_mobs:player_mob, 80, 4, 4
3858, taiga, terralith:forested_highlands, MONSTER, rottencreatures:undead_miner, 20, 1, 4
3859, taiga, terralith:forested_highlands, MONSTER, quark:toretoise, 80, 2, 4
3860, taiga, terralith:forested_highlands, MONSTER, quark:stoneling, 80, 1, 1
3861, taiga, terralith:forested_highlands, CREATURE, minecraft:sheep, 12, 8, 8
3862, taiga, terralith:forested_highlands, CREATURE, minecraft:pig, 10, 8, 8
3863, taiga, terralith:forested_highlands, CREATURE, minecraft:chicken, 10, 8, 8
3864, taiga, terralith:forested_highlands, CREATURE, minecraft:cow, 10, 8, 8
3865, taiga, terralith:forested_highlands, CREATURE, minecraft:horse, 10, 2, 6
3866, taiga, terralith:forested_highlands, CREATURE, minecraft:donkey, 10, 1, 3
3867, taiga, terralith:forested_highlands, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
3868, taiga, terralith:forested_highlands, CREATURE, alexsmobs:crow, 10, 3, 5
3869, taiga, terralith:forested_highlands, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
3870, taiga, terralith:forested_highlands, AMBIENT, minecraft:bat, 10, 8, 8
3871, taiga, terralith:forested_highlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3872, desert, terralith:red_oasis, MONSTER, minecraft:spider, 80, 4, 4
3873, desert, terralith:red_oasis, MONSTER, minecraft:zombie, 19, 4, 4
3874, desert, terralith:red_oasis, MONSTER, minecraft:zombie_villager, 10, 1, 1
3875, desert, terralith:red_oasis, MONSTER, minecraft:skeleton, 80, 4, 4
3876, desert, terralith:red_oasis, MONSTER, minecraft:slime, 80, 4, 4
3877, desert, terralith:red_oasis, MONSTER, minecraft:enderman, 5, 1, 4
3878, desert, terralith:red_oasis, MONSTER, minecraft:witch, 5, 1, 1
3879, desert, terralith:red_oasis, MONSTER, minecraft:husk, 80, 4, 4
3880, desert, terralith:red_oasis, MONSTER, creeperoverhaul:desert_creeper, 75, 2, 2
3881, desert, terralith:red_oasis, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
3882, desert, terralith:red_oasis, MONSTER, player_mobs:player_mob, 80, 4, 4
3883, desert, terralith:red_oasis, MONSTER, rottencreatures:undead_miner, 20, 1, 4
3884, desert, terralith:red_oasis, MONSTER, rottencreatures:mummy, 20, 1, 3
3885, desert, terralith:red_oasis, MONSTER, rottencreatures:mummy, 20, 1, 3
3886, desert, terralith:red_oasis, MONSTER, quark:toretoise, 80, 2, 4
3887, desert, terralith:red_oasis, MONSTER, quark:stoneling, 80, 1, 1
3888, desert, terralith:red_oasis, CREATURE, minecraft:rabbit, 10, 2, 3
3889, desert, terralith:red_oasis, CREATURE, alexsmobs:roadrunner, 10, 2, 2
3890, desert, terralith:red_oasis, CREATURE, alexsmobs:gazelle, 40, 7, 7
3891, desert, terralith:red_oasis, CREATURE, alexsmobs:crocodile, 40, 1, 2
3892, desert, terralith:red_oasis, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
3893, desert, terralith:red_oasis, CREATURE, alexsmobs:komodo_dragon, 16, 1, 2
3894, desert, terralith:red_oasis, CREATURE, alexsmobs:shoebill, 10, 1, 2
3895, desert, terralith:red_oasis, CREATURE, alexsmobs:elephant, 30, 3, 5
3896, desert, terralith:red_oasis, CREATURE, alexsmobs:emu, 20, 2, 5
3897, desert, terralith:red_oasis, CREATURE, alexsmobs:kangaroo, 25, 3, 5
3898, desert, terralith:red_oasis, CREATURE, alexsmobs:tarantula_hawk, 10, 1, 1
3899, desert, terralith:red_oasis, AMBIENT, minecraft:bat, 10, 8, 8
3900, desert, terralith:red_oasis, AMBIENT, alexsmobs:jerboa, 12, 1, 3
3901, desert, terralith:red_oasis, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3902, river, terralith:warm_river, MONSTER, minecraft:spider, 80, 4, 4
3903, river, terralith:warm_river, MONSTER, minecraft:zombie, 80, 4, 4
3904, river, terralith:warm_river, MONSTER, minecraft:zombie_villager, 10, 1, 1
3905, river, terralith:warm_river, MONSTER, minecraft:skeleton, 80, 4, 4
3906, river, terralith:warm_river, MONSTER, minecraft:creeper, 80, 4, 4
3907, river, terralith:warm_river, MONSTER, minecraft:slime, 80, 4, 4
3908, river, terralith:warm_river, MONSTER, minecraft:enderman, 5, 1, 4
3909, river, terralith:warm_river, MONSTER, minecraft:witch, 5, 1, 1
3910, river, terralith:warm_river, MONSTER, minecraft:drowned, 80, 1, 1
3911, river, terralith:warm_river, MONSTER, player_mobs:player_mob, 80, 4, 4
3912, river, terralith:warm_river, MONSTER, rottencreatures:undead_miner, 20, 1, 4
3913, river, terralith:warm_river, MONSTER, quark:toretoise, 80, 2, 4
3914, river, terralith:warm_river, MONSTER, quark:stoneling, 80, 1, 1
3915, river, terralith:warm_river, CREATURE, alexsmobs:crocodile, 40, 1, 2
3916, river, terralith:warm_river, CREATURE, alexsmobs:platypus, 30, 1, 2
3917, river, terralith:warm_river, AMBIENT, minecraft:bat, 10, 8, 8
3918, river, terralith:warm_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3919, river, terralith:warm_river, WATER_CREATURE, minecraft:squid, 10, 1, 4
3920, river, terralith:warm_river, WATER_AMBIENT, minecraft:tropical_fish, 10, 1, 5
3921, river, terralith:warm_river, WATER_AMBIENT, alexsmobs:terrapin, 10, 1, 2
3922, river, terralith:warm_river, WATER_AMBIENT, alexsmobs:catfish, 10, 1, 3
3923, jungle, terralith:amethyst_rainforest, MONSTER, minecraft:spider, 80, 4, 4
3924, jungle, terralith:amethyst_rainforest, MONSTER, minecraft:zombie, 80, 4, 4
3925, jungle, terralith:amethyst_rainforest, MONSTER, minecraft:zombie_villager, 10, 1, 1
3926, jungle, terralith:amethyst_rainforest, MONSTER, minecraft:skeleton, 80, 4, 4
3927, jungle, terralith:amethyst_rainforest, MONSTER, minecraft:slime, 80, 4, 4
3928, jungle, terralith:amethyst_rainforest, MONSTER, minecraft:enderman, 5, 1, 4
3929, jungle, terralith:amethyst_rainforest, MONSTER, minecraft:witch, 5, 1, 1
3930, jungle, terralith:amethyst_rainforest, MONSTER, minecraft:ocelot, 10, 1, 3
3931, jungle, terralith:amethyst_rainforest, MONSTER, creeperoverhaul:jungle_creeper, 75, 2, 2
3932, jungle, terralith:amethyst_rainforest, MONSTER, creeperoverhaul:bamboo_creeper, 75, 2, 2
3933, jungle, terralith:amethyst_rainforest, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
3934, jungle, terralith:amethyst_rainforest, MONSTER, player_mobs:player_mob, 80, 4, 4
3935, jungle, terralith:amethyst_rainforest, MONSTER, rottencreatures:undead_miner, 20, 1, 4
3936, jungle, terralith:amethyst_rainforest, MONSTER, quark:toretoise, 80, 2, 4
3937, jungle, terralith:amethyst_rainforest, MONSTER, quark:stoneling, 80, 1, 1
3938, jungle, terralith:amethyst_rainforest, CREATURE, minecraft:sheep, 12, 8, 8
3939, jungle, terralith:amethyst_rainforest, CREATURE, minecraft:pig, 10, 8, 8
3940, jungle, terralith:amethyst_rainforest, CREATURE, minecraft:chicken, 10, 8, 8
3941, jungle, terralith:amethyst_rainforest, CREATURE, minecraft:cow, 10, 8, 8
3942, jungle, terralith:amethyst_rainforest, CREATURE, minecraft:chicken, 10, 4, 4
3943, jungle, terralith:amethyst_rainforest, CREATURE, minecraft:parrot, 40, 1, 2
3944, jungle, terralith:amethyst_rainforest, CREATURE, minecraft:panda, 10, 1, 2
3945, jungle, terralith:amethyst_rainforest, CREATURE, alexsmobs:hummingbird, 19, 7, 7
3946, jungle, terralith:amethyst_rainforest, CREATURE, alexsmobs:gorilla, 50, 7, 7
3947, jungle, terralith:amethyst_rainforest, CREATURE, alexsmobs:capuchin_monkey, 55, 9, 16
3948, jungle, terralith:amethyst_rainforest, CREATURE, alexsmobs:tiger, 80, 1, 3
